name,state,linkedin_industry,website_url
Trufflebit,Nordrhein-Westfalen,IT and Communications,http://www.trufflebit.com
CupoNation,Bayern,"Media, Arts & Entertainment",https://www.cuponation.com/
TouGas Oilfield Solutions,Hessen,Chemicals/Pharmaceuticals,http://tougas-oil.com/
Auratikum,Berlin,Education,http://auratikum.de/
Lambus,Niedersachsen,Tourism,https://www.lambus.io
OONIQUE,Bayern,Textiles,http://www.oonique.com
Leadrs,Nordrhein-Westfalen,IT and Communications,https://leadrs.de/
Happy Ocean Foods,Bayern,Nutrition & Consumables,http://happyoceanfoods.com/
THINKBOX BERLIN,Berlin,IT and Communications,http://thinkbox.berlin/
OrelTech,Berlin,Chemicals/Pharmaceuticals,https://www.oreltech.com/
ProNoblis,Brandenburg,Finance & Insurance,https://www.pronoblis.ag/de/
Kamioni,Berlin,Construction/Real Estate,https://kamioni.de/
Zenesis,,Construction/Real Estate,https://zenesis-planung.de/
Clean Group,Saarland,Finance & Insurance,https://safimoney.com/en/
shipcloud,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://www.shipcloud.io/
ZENSPOTTING,Bayern,Life Science & Healthcare,https://zenspotting.com/
Kronos,Sachsen,Agriculture & Forestry,https://www.kronos-dresden.de/
FSBV,Baden-Württemberg,"Media, Arts & Entertainment",http://www.startup-innovation-stuttgart.de/
ryd,Bayern,Finance & Insurance,http://ryd.one/
Masterplan.com,Nordrhein-Westfalen,Education,https://masterplan.com/
apoQlar,Hamburg,Life Science & Healthcare,http://www.apoqlar.com
Bike-ID,Berlin,Finance & Insurance,http://www.bike-id.eu
Doppelgänger,Hamburg,"Media, Arts & Entertainment",https://getdoppelganger.com/
Foodora,Berlin,Nutrition & Consumables,http://www.foodora.de
ADONIS,Berlin,Nutrition & Consumables,http://adonis-foods.com/
Scayan,Nordrhein-Westfalen,Life Science & Healthcare,https://www.scayan.com/
Immunkarte Covid-19,Hessen,Life Science & Healthcare,https://immunkarte.de/
anny,Nordrhein-Westfalen,IT and Communications,https://anny.co
Sooqua,Hessen,"Water, Waste Treatment & Recycling",https://sooqua.com/
Cellzome,Baden-Württemberg,,https://www.bio-pro.de/service/details
PayEm,Berlin,Finance & Insurance,http://payemcard.com
splone,Berlin,IT and Communications,https://splone.com/
GRAU DATA,Baden-Württemberg,,https://www.graudata.com
The Personnel Selection Tool,Baden-Württemberg,Human Resources,https://tool.treffsichere-personalauswahl.de/
Terra Vegane,Berlin,Nutrition & Consumables,https://terravegane.de/
Antidote Vertriebs,Bayern,Nutrition & Consumables,https://ido.bio/
Plitch,Bayern,Sports & Amusement/Gaming incl. Online,https://www.megadev.info/en
DÖRRWERK,Berlin,"Water, Waste Treatment & Recycling",https://www.doerrwerk.de/
SIDEVIEW,Baden-Württemberg,IT and Communications,http://www.sideview.io
Grid,Berlin,Sports & Amusement/Gaming incl. Online,http://grid.gg/
recover,Nordrhein-Westfalen,IT and Communications,https://recoverapp.de/
moin.ai,Hamburg,IT and Communications,https://www.moin.ai/
CibusCell Technology,Rheinland-Pfalz,IT and Communications,https://www.cibuscell.com/
getanote,Nordrhein-Westfalen,IT and Communications,https://getanote.com/de/
Marketsupply,Sachsen,Nutrition & Consumables,https://www.marketsupply.com/
BS2 Sicherheitssysteme,Rheinland-Pfalz,Construction/Real Estate,http://bs2-sicherheitssysteme.de/
mycrocast,Sachsen-Anhalt,"Media, Arts & Entertainment",http://www.mycrocast.de
AWARE7,Nordrhein-Westfalen,Security,https://aware7.de/
Fair-Way-Golf,Bayern,Sports & Amusement/Gaming incl. Online,https://www.fair-way-golf.com/
GAM Global Agri Monitor,Niedersachsen,Agriculture & Forestry,https://www.globalagrimonitor.org/
rhome,Baden-Württemberg,Human Resources,https://rhome.world
Webbosaurus,Berlin,IT and Communications,https://www.webbosaurus.de/
Degura,,Finance & Insurance,http://degura.de/
Lineback,Baden-Württemberg,IT and Communications,https://www.lineback.io/
Annanow-Deutschland,Berlin,"Automotive, Logistics & Mobility",http://https://annanow.com/homepage/?lang=de
fanq-app,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://fanq-app.com/
YPTOKEY,Berlin,"Automotive, Logistics & Mobility",https://yptokey.com
Internsvalley,Berlin,Human Resources,http://internsvalley.com/
Magazino,Bayern,"Automotive, Logistics & Mobility",https://www.magazino.eu/
Humanize.works,Bayern,Human Resources,https://humanize.works/
TonePedia,Bremen,"Media, Arts & Entertainment",https://www.tonepedia.com/player#/electric/effect
AOE,Hessen,IT and Communications,http://aoe.com/
Helix,Berlin,IT and Communications,http://hlx.ai/
Paycer,Hamburg,Finance & Insurance,https://www.paycer.io/
tracks,Berlin,"Automotive, Logistics & Mobility",http://tracksfortrucks.com/
Blokz,Berlin,Energy & Electricity,http://www.blok-z.com
iversity,Brandenburg,Education,http://www.iversity.org
Outfittery,Berlin,Textiles,https://www.outfittery.de/
UUnity,Bayern,Human Resources,https://www.uunity.de/
Cleandrinx,Berlin,Nutrition & Consumables,http://www.cleandrinx.de
Sunlight Games,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.sunlight-games.com/
NOVAZOON,Baden-Württemberg,Consulting,https://www.novazoon.de/
texxeo,Sachsen-Anhalt,Textiles,http://www.texxeo.de/
billplease,Schleswig-Holstein,Finance & Insurance,https://www.start.billplease.de/
Walletguide,Nordrhein-Westfalen,Finance & Insurance,https://walletguide.com/
DieSchutzbox,Rheinland-Pfalz,Life Science & Healthcare,https://www.dieschutzbox.de/
mute-labs,Berlin,Construction/Real Estate,http://www.mute-labs.de
itmX,Baden-Württemberg,IT and Communications,https://itmx.de/
speisekarte.de,Bayern,Nutrition & Consumables,https://www.speisekarte.de/
greendoor travel,Nordrhein-Westfalen,Tourism,https://www.greendoor-travel.com/
LeitArt,Berlin,IT and Communications,http://www.leitart.de/
big xyt,Hessen,Finance & Insurance,http://big-xyt.com/
Treasurize,Bayern,IT and Communications,https://www.treasurize.de
DENKweit,Sachsen-Anhalt,Energy & Electricity,https://denkweit.com/
Shikenso,Hessen,Consulting,http://www.shikenso.com
VESTIGAS,Bayern,IT and Communications,https://vestigas.com
InsightfulMe,Berlin,Education,https://www.insightfulme.com/
FairMail,Baden-Württemberg,"Media, Arts & Entertainment",https://www.fairmail.info/
CoolBeez,Berlin,IT and Communications,http://coolbeez.com/
4Scotty,Berlin,Human Resources,https://4scotty.com/
safetee,Bayern,Textiles,http://safetee-golf.com/
Visevi Robotics,Bayern,IT and Communications,https://www.visevi.com/en/index.html
Unlimited Ventures,Thüringen,Life Science & Healthcare,https://unlimited-ventures.com/
Crumb,Hamburg,Sports & Amusement/Gaming incl. Online,http://www.crumbup.com
Joavina,Hamburg,Life Science & Healthcare,https://joavina.com/
Großjungig AI,Berlin,Construction/Real Estate,https://grossjungig.vercel.app
Hyperganic Group,Bayern,"Media, Arts & Entertainment",http://hyperganic.com/
Vivira Health Lab,Berlin,Life Science & Healthcare,https://www.vivira.com
creditshelf,Hessen,Finance & Insurance,http://www.creditshelf.com
corrux,Bayern,Construction/Real Estate,https://corrux.io/
Curawork,Nordrhein-Westfalen,Life Science & Healthcare,https://curawork.de
RE'FLEKT,Bayern,IT and Communications,http://www.re-flekt.com
wao.io,Nordrhein-Westfalen,IT and Communications,http://wao.io/
Foodist,Hamburg,Nutrition & Consumables,http://www.foodist.de
Certif-ID,Nordrhein-Westfalen,Education,https://certif-id.com/
SiSaSo,Baden-Württemberg,Other,https://www.sisaso.de
DriotData,Bayern,IT and Communications,https://driotdata.com/
CUREosity,Nordrhein-Westfalen,,http://www.cureosity.de
chariteam,Berlin,IT and Communications,https://chariteam.de/
Coworking0711,Baden-Württemberg,Other,https://coworking0711.de/
MYFLYRIGHT,Hamburg,Tourism,http://myflyright.com/
geff,Baden-Württemberg,Energy & Electricity,https://www.geff.de/
ROKO Farming,Baden-Württemberg,Agriculture & Forestry,http://www.roko-farming.com
yuccHR,Nordrhein-Westfalen,Human Resources,https://yuccahr.com/
APPVISORY,Niedersachsen,Security,https://www.appvisory.com/
Debitos,Hessen,Finance & Insurance,https://www.debitos.com/
BuiltAPI,Hessen,IT and Communications,https://builtapi.com
neurocare group,Thüringen,Life Science & Healthcare,http://neurocaregroup.com/
blanket,Hessen,Finance & Insurance,http://digitalblanket.com/
Miles,Berlin,"Automotive, Logistics & Mobility",https://miles-mobility.com/
Kartenhaus Software,Berlin,Construction/Real Estate,http://kartenhaus.io/
bill.less,Baden-Württemberg,Finance & Insurance,http://www.billless.app
GitMate,Hamburg,IT and Communications,https://gitmate.io/
Linkando,Rheinland-Pfalz,IT and Communications,http://linkando.com/
Wahtari,Bayern,IT and Communications,https://wahtari.io/
Steyg,Baden-Württemberg,Other,https://www.steyg.io
WeSustain,Niedersachsen,"Water, Waste Treatment & Recycling",https://www.wesustain.com/
Yieldlove,Hamburg,IT and Communications,http://www.yieldlove.com
VIGOLF,Baden-Württemberg,"Media, Arts & Entertainment",http://www.vigolf.eu/
Taxdoo,Hamburg,Finance & Insurance,http://www.taxdoo.com
Ferroelectric Memory Company,Sachsen,IT and Communications,https://ferroelectric-memory.com/
cloudradar,Brandenburg,IT and Communications,https://www.cloudradar.io/
Complero,Rheinland-Pfalz,IT and Communications,https://comple.ro
akjumii,Bayern,Textiles,https://www.akjumii.com/
Minga,Bayern,"Automotive, Logistics & Mobility",https://minga-mobility.com/
Recolize,Bayern,IT and Communications,http://www.recolize.com/de
Injaz,Schleswig-Holstein,Nutrition & Consumables,https://injaz.de/
Enway,Berlin,IT and Communications,https://enway.ai/de
PAROGO,Berlin,Human Resources,https://www.parogo.de/
Samedi,Berlin,IT and Communications,https://www.samedi.de/
MyClapp,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.myclapp.de/
Priceloop,Berlin,IT and Communications,https://priceloop.ai/
AlleAktien,Bayern,,https://www.alleaktien.de
authentic.network,Sachsen,IT and Communications,https://authentic.network
ETE EmTechEngineering,Sachsen,Life Science & Healthcare,https://ete-ing.de/en
FinList,Brandenburg,Construction/Real Estate,https://www.finlist.de/
BigchainDB,Berlin,Finance & Insurance,https://www.bigchaindb.com/
credX,Nordrhein-Westfalen,Finance & Insurance,http://credxmarkets.com/
BianoGMP,Thüringen,Chemicals/Pharmaceuticals,https://bianoscience.com/Large_Scale_and_GMP_Oligonucleotides
Resonance,Berlin,Life Science & Healthcare,https://www.resonance.so/
InnoGames,Hamburg,Sports & Amusement/Gaming incl. Online,https://www.innogames.com/
Digital Cash,Hessen,Finance & Insurance,https://www.digital-cash.eu/home
mypostcard.com,Berlin,IT and Communications,https://www.mypostcard.com/
Bestcruiter,Berlin,Human Resources,http://www.bestcruiter.com
klaeny,Berlin,Nutrition & Consumables,https://klaeny.de/
Mondas,Baden-Württemberg,Energy & Electricity,http://mondas-iot.com/
adivo,Bayern,Life Science & Healthcare,https://adivo.vet/
Risk42,Hamburg,Finance & Insurance,https://risk42.com
Factorymarket,Berlin,Nutrition & Consumables,http://factorymarket.com/
woowee,Bayern,IT and Communications,https://woowee.de/
EVERGREEN,Sachsen,Finance & Insurance,https://www.evergreen.de
Fineway,Bayern,Tourism,https://www.fineway.pro
Kidling,Berlin,Education,https://kidling.de
Halotek,Sachsen,Chemicals/Pharmaceuticals,https://halotek.de/
i2x,Berlin,IT and Communications,http://www.i2x.ai/de
orderbird,Berlin,Finance & Insurance,http://www.orderbird.com
Signal Cruncher,Berlin,IT and Communications,http://www.signal-cruncher.com
Nicebridge,Nordrhein-Westfalen,IT and Communications,http://www.com-con.net/
Science Media Network,Baden-Württemberg,"Media, Arts & Entertainment",http://www.science-media.org
mobalo,Bayern,IT and Communications,http://mobalo.com/
Mileways,Bayern,Tourism,http://mileways.com/
MonitorFish,Berlin,IT and Communications,https://www.monitorfish.com
The Neighbourhoodie Software,Berlin,IT and Communications,https://neighbourhood.ie/
Native Technology Education,Berlin,,https://www.getnate.io
Spherebox,Berlin,IT and Communications,http://spherebox.com/
7 Plus Club,Baden-Württemberg,Construction/Real Estate,https://www.7plusclub.de/
gestigon,Schleswig-Holstein,IT and Communications,https://www.gestigon.com/home/
datapath.io,Rheinland-Pfalz,IT and Communications,http://www.datapath.io
SciEngines,Schleswig-Holstein,IT and Communications,http://www.sciengines.com/
Planstack,Bayern,Construction/Real Estate,https://planstack.de/
XtoBOX,Baden-Württemberg,"Automotive, Logistics & Mobility",http://www.xtobox.de
Spozing,Hamburg,"Media, Arts & Entertainment",https://spozing.com/
thinksurance,Hessen,Finance & Insurance,https://thinksurance.de/en/
Shipstock World,Hamburg,"Automotive, Logistics & Mobility",https://shipstock.com/
SPOTHUNTERS,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://spothunters.de/
Enmacc,Bayern,Finance & Insurance,https://www.enmacc.com
Simplifier,Bayern,IT and Communications,https://www.simplifier.io/en
eCommeleon,Sachsen,IT and Communications,https://www.ecommeleon.com/
AssetMetrix,Bayern,Finance & Insurance,https://www.asset-metrix.com
Frashtray,Niedersachsen,"Water, Waste Treatment & Recycling",https://www.studimus.de/
EMDESK,Thüringen,IT and Communications,http://emdesk.com/
Learnfield,Berlin,Sports & Amusement/Gaming incl. Online,http://skoove.com
TalentBait,Hamburg,Human Resources,https://www.talentbait.de
Crowdpouch,Baden-Württemberg,Finance & Insurance,https://crowdpouch.com/
Pionize,Bayern,Energy & Electricity,https://www.pionize.de/
BlueID,Bayern,Construction/Real Estate,https://www.blueid.net/
MateCrate,Hamburg,Sports & Amusement/Gaming incl. Online,https://www.matecrate.gg/
Gentlemen Socks Club,Baden-Württemberg,Textiles,https://gentlemen-socks-club.de/
knopflogik,Sachsen-Anhalt,IT and Communications,https://knopflogik.de/
LawLift,Berlin,Consulting,http://www.lawlift.de
commercetools,Bayern,IT and Communications,http://www.commercetools.com
Codept,Berlin,IT and Communications,https://www.codept.de/
AdDefend,Hamburg,IT and Communications,https://www.addefend.com/
DLT Custody,Hessen,Security,http://dlt-custody.com/
Biametrics Marken und Rechte,Baden-Württemberg,,http://biametrics.com
DealCircle,Hamburg,Finance & Insurance,http://dealcircle.de/
Cedalo,Baden-Württemberg,Industrial & Basic Materials,https://cedalo.com
irespect,Nordrhein-Westfalen,,https://www.irespect.com/
Movinga,Berlin,IT and Communications,http://www.movinga.de
truemetrics,Berlin,Sports & Amusement/Gaming incl. Online,https://www.truemetrics.io/#how-to-use
door2door,Berlin,"Automotive, Logistics & Mobility",https://www.door2door.io/
New Shore Invest,Hamburg,Finance & Insurance,http://new-shore-invest.de/
Dayblizz,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://dayblizz.app/
LITTLE BIRD,Berlin,Education,http://little-bird.de/
rent-a-guide,Nordrhein-Westfalen,Tourism,https://www.rent-a-guide.com/
Bullazo,Nordrhein-Westfalen,,https://www.bullazo.com/
VIREED,Hamburg,Education,https://www.vireed.de/
2txt - natural language generation,Berlin,IT and Communications,http://2txt.de/
PHP Schmiede,Nordrhein-Westfalen,,https://www.php-schmiede.com
schubidoo,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://schubidoo.de/
Reparando,Baden-Württemberg,IT and Communications,https://www.reparando.de/
FTAPI Software,Bayern,IT and Communications,http://www.ftapi.com
tooz,Baden-Württemberg,Energy & Electricity,https://www.tooztech.com/
Springlane,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://www.springlane.de
Optores,Bayern,Life Science & Healthcare,http://www.optores.de
Callexa,Baden-Württemberg,IT and Communications,http://callexa.com/
JuniorJob,Nordrhein-Westfalen,Human Resources,https://juniorjob.de/
Joonko,Berlin,Finance & Insurance,https://joonko.de/
Unique United,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://unique-united.de
MBJ Solutions,Schleswig-Holstein,Energy & Electricity,http://mbj-solutions.com/
Kuenstlerstadt.de,Bremen,"Media, Arts & Entertainment",http://www.kuenstlerstadt.de
Smoobu,Berlin,Tourism,http://www.smoobu.com
KUGU Home,Berlin,Construction/Real Estate,http://www.kugu-home.com
Innkeepr.io,Sachsen,IT and Communications,http://innkeepr.ai/
InterNations,Bayern,IT and Communications,https://www.internations.org/
FitBy Nutrition,Berlin,Nutrition & Consumables,http://fitby-nutrition.com/
simplr,Schleswig-Holstein,Finance & Insurance,https://www.simplr.de/
myboshi,Bayern,"Media, Arts & Entertainment",https://www.myboshi.net/
billingmaker PAYMENT,Bayern,Finance & Insurance,http://payment.billingmaker.com/
Learnu,Nordrhein-Westfalen,Education,http://www.learnu.de
idagio,Berlin,"Media, Arts & Entertainment",http://www.idagio.com/
Olmatic,Baden-Württemberg,Energy & Electricity,https://www.olmatic.de
streemy,Bayern,"Media, Arts & Entertainment",https://streemy.de/
